,emdb_id,emdb_map_file,raw_box_size_pixel,raw_pixel_size_angstrom,raw_recommended_contour_level,raw_resolution,downsampled_angpix,label_raw_norm,vol_raw_min,vol_raw_max
1014,EMD-29510,emd_29510.map,512,1,0.18,3.3,8,-0.522112210334618,8.14907252788544E-10,0.753314912319183
1015,EMD-33168,emd_33168.map,600,1.34,0.35,3.73,12.5625003129244,-0.266299726503731,1.57884816331944E-12,0.954068064689636
1016,EMD-33330,emd_33330.map,420,1.059,0.02,2.5,6.9496876001358,-0.977288579377423,1.846552598328E-11,1.76122844219208
1017,EMD-33547,emd_33547.map,400,0.85,0.13,3.62,5.31250014901161,-0.861094099587031,2.77068454984652E-11,1.87177073955536
1018,EMD-33806,emd_33806.map,320,1.07,0.17,3.18,5.35000026226044,-0.752984389351119,6.50781468644612E-12,1.37643122673035
1019,EMD-33855,emd_33855.map,400,0.8489999,0.25,3.4,5.30624948441982,-0.791471887987938,5.58793549626513E-12,2.39775824546814
1020,EMD-33857,emd_33857.map,400,0.8489999,0.25,3.5,5.30624948441982,-0.764916492006227,1.49011619016148E-11,2.12690377235413
1021,EMD-33873,emd_33873.map,256,1.08,0.024,3.2,4.32000017166138,-0.662554316761983,1.84869369812546E-10,0.14224511384964
1022,EMD-33874,emd_33874.map,256,1.08,0.027,3.2,4.32000017166138,-0.642830701076652,1.31652716506281E-10,0.151188805699348
1023,EMD-35399,emd_35399.map,194,0.76500005,0.0077,3.23,2.3189063873142,-0.630276598963952,3.85034948369167E-10,0.041652757674456
1024,EMD-35400,emd_35400.map,188,0.765,0.00853,3.23,2.24718745797872,-0.650671881452875,5.46018230629386E-10,0.048836603760719
1025,EMD-14088,emd_14088.map,916,1.365431,0.035,3.01,19.5427304878831,-0.532701177640246,6.5433296801698E-12,0.149797081947327
1026,EMD-14093,emd_14093.map,286,1.394098,0.08,3.38,6.22987563163042,-0.673317217580273,3.99917765570024E-10,0.489771753549576
1027,EMD-14562,emd_14562.map,320,1.059,0.014,3.9,5.29500007629395,-0.594221642433398,3.18006905530854E-11,0.069003187119961
1028,EMD-15554,emd_15554.map,360,0.83900005,0.009,2.7,4.71937526017427,-0.779932326035718,4.25725843467006E-10,0.081793017685413
1029,EMD-15865,emd_15865.map,480,1.25,0.9,2.8,9.375,-0.507936102823417,2.55053183434439E-11,3.65806150436401
1030,EMD-16377,emd_16377.map,400,1.03625,0.6,3.8,6.47656247019768,-0.57269820238169,1.80004761096697E-11,2.80831956863403
1031,EMD-26652,emd_26652.map,338,1.1,1,2.8,5.80937512591481,-0.620641503547335,3.83676354576146E-11,5.27205801010132
1032,EMD-26658,emd_26658.map,540,0.66,1,2.9,5.56875022128224,-0.647424417819878,1.13998914474944E-10,5.67254257202148
1033,EMD-26660,emd_26660.map,432,0.94,0.18,3,6.34499998390675,-0.768754760121027,3.31913164487718E-12,1.55678880214691
1034,EMD-26668,emd_26668.map,384,0.81,0.1,2.8,4.86000001430512,-0.840813998636247,7.92105964153578E-12,1.25639188289642
1035,EMD-27228,emd_27228.map,340,0.85,0.13,2.93,4.51562512665987,-0.797867678041802,3.70904612578826E-10,1.28628611564636
1036,EMD-27231,emd_27231.map,400,0.86,0.075,3.9,5.37500008940697,-0.723359162266831,1.9073487234067E-09,0.542219281196594
1037,EMD-28584,emd_28584.map,256,1.66,0.15,4.96,6.6399998664856,-0.655708919378508,8.36735125631094E-11,0.871355712413788
1038,EMD-29779,emd_29779.map,256,0.834,0.06,3.4,3.33599996566772,-0.702515412543363,1.16415321826935E-10,0.403382241725922
1039,EMD-29786,emd_29786.map,464,0.8232,0.0169,2.02,5.96819990873337,-0.745718523463137,6.57557452932167E-10,0.132923558354378
1040,EMD-33135,emd_33135.map,224,0.85,0.017,3.89,2.9750000834465,-0.714947495072152,1.25239651982412E-09,0.119276262819767
1041,EMD-33138,emd_33138.map,224,0.85,0.01,3.02,2.9750000834465,-0.841631004314987,3.09717029800538E-10,0.126287341117859
1042,EMD-33145,emd_33145.map,256,1.061,1.3,2.72,4.24399995803833,-0.53952292122205,2.3283064365387E-10,5.64631795883179
1043,EMD-33146,emd_33146.map,384,0.82,0.7,2.72,4.91999995708466,-0.470482924410928,1.18815901561931E-10,2.64391851425171
1044,EMD-33162,emd_33162.map,400,2.01,0.661,7.98,12.5624999403954,0.254196088488724,7.73159314348959E-13,1.05406165122986
1045,EMD-33163,emd_33163.map,400,2.01,0.766,5.88,12.5624999403954,-0.094212564894271,6.01971805735957E-11,1.69134604930878
1046,EMD-33170,emd_33170.map,500,1.34,0.416,6.54,10.4687502607703,0.118211907148849,6.59611254505421E-11,0.74404501914978
1047,EMD-33538,emd_33538.map,320,1.08,0.142,3.71,5.40000021457672,-0.648346481872671,3.98603632739691E-12,0.807613134384155
1048,EMD-33778,emd_33778.map,320,1.36,0.6,3.6,6.80000007152557,-0.444831198108227,8.33000265987316E-11,2.1615047454834
1049,EMD-33780,emd_33780.map,320,1.36,0.5,3.4,6.80000007152557,-0.329087085552478,3.12375091071626E-11,1.49050641059876
1050,EMD-33805,emd_33805.map,320,1.07,0.17,3.32,5.35000026226044,-0.686630240370888,2.08250066496829E-11,1.08498024940491
1051,EMD-33811,emd_33811.map,256,0.82,0.18,2.97,3.27999997138977,-0.638567737239737,2.40980591037498E-09,0.996037244796753
1052,EMD-33812,emd_33812.map,256,0.82,0.01,2.68,3.27999997138977,-0.530798925887293,3.12458697804274E-10,0.042625647038221
1053,EMD-33813,emd_33813.map,256,0.82,0.3,2.35,3.27999997138977,-0.641272432802635,1.21760934668202E-10,1.67257845401764
1054,EMD-33814,emd_33814.map,256,0.82,0.25,2.62,3.27999997138977,-0.658756005850044,1.070270538861E-09,1.46522724628449
1055,EMD-33816,emd_33816.map,256,0.82,0.2,3.41,3.27999997138977,-0.49459808414551,1.61763058503794E-09,0.791449308395386
1056,EMD-34115,emd_34115.map,240,0.92,0.015,3.5,3.45000006258488,-0.675899882274416,4.94008389750889E-10,0.092563986778259
1057,EMD-35526,emd_35526.map,320,0.85,0.126,3.86,4.25000011920929,-0.483594295281666,5.20625166242073E-12,0.487988412380219
1058,EMD-14090,emd_14090.map,286,1.394098,0.1,3.32,6.22987563163042,-0.544644350364108,1.4024742478469E-09,0.439217120409012
1059,EMD-14534,emd_14534.map,280,1.059,0.219,5.1,4.6331250667572,-0.501073627854608,1.27216388465246E-11,0.877885043621063
1060,EMD-15704,emd_15704.map,500,0.839,0.25,2.8,6.55468739569187,-0.798453635413891,2.39904068832786E-11,2.48081874847412
1061,EMD-15868,emd_15868.map,480,1.25,0.9,2.8,9.375,-0.474396567911722,2.12544305072671E-12,3.42463517189026
1062,EMD-25838,emd_25838.map,256,1.24,0.0176,4,4.96000003814697,-0.587682381080743,3.90879995038063E-10,0.085371077060699
1063,EMD-26487,emd_26487.map,352,0.852,0.439,2.95,4.68599998950958,-0.341703251079087,4.01205207944955E-10,1.33374500274658
1064,EMD-26504,emd_26504.map,352,0.852,0.304,2.99,4.68599998950958,-0.512885105668376,4.30406821294582E-11,1.2481654882431
1065,EMD-26659,emd_26659.map,432,1.1,1.1,2.5,7.42500016093254,-0.68191713389263,2.65530531590175E-11,6.91643667221069
1066,EMD-27221,emd_27221.map,400,0.86,0.05,3.54,5.37500008940697,-0.792472836713033,1.86264523770185E-12,0.481864631175995
1067,EMD-27227,emd_27227.map,400,0.85,0.1,3.03,5.31250014901161,-0.786009647427246,8.98994628739658E-11,0.934621572494507
1068,EMD-28947,emd_28947.map,256,0.804,0.05,2.51,3.21600008010864,-0.922737609843884,3.506411272447E-10,1.29429078102112
1069,EMD-28948,emd_28948.map,256,0.81625,0.05,2.82,3.26500010490417,-0.925703101254291,5.86896893930988E-12,1.34595119953156
1070,EMD-29212,emd_29212.map,240,1.447,0.06,3.9,5.4262501001358,-0.775095197076243,4.95688027513097E-07,0.533555150032043
1071,EMD-29214,emd_29214.map,416,1.447,0.06,3.8,9.40550017356873,-0.63779024541019,1.52587897872536E-08,0.331299692392349
1072,EMD-29301,emd_29301.map,256,0.88,0.7,2.59,3.51999998092651,-0.724868575648163,1.90734859017994E-08,5.08847713470459
1073,EMD-29303,emd_29303.map,256,0.87999994,0.085,2.88,3.51999974250793,-0.861067700998562,8.22120080345989E-11,1.22361755371094
1074,EMD-33147,emd_33147.map,384,0.82,0.5,2.84,4.91999995708466,-0.5235789192742,3.96052982076789E-12,2.09898352622986
1075,EMD-33154,emd_33154.map,224,0.92,0.01,3.4,3.22000005841255,-0.582161730258345,7.70701280572439E-11,0.047865409404039
1076,EMD-33155,emd_33155.map,380,0.83,0.13,3.34,4.92812490090728,-0.796006561002899,1.91103348423649E-11,1.27455079555511
1077,EMD-33789,emd_33789.map,290,1.071,0.018,3.6,4.85296865925193,-0.66707200692234,1.15532072797464E-09,0.108131483197212
1078,EMD-33791,emd_33791.map,290,1.071,0.018,3.3,4.85296865925193,-0.499572718520789,4.60906285359997E-10,0.071938522160053
1079,EMD-33793,emd_33793.map,280,0.83,0.0066,5.1,3.63124992698431,-0.374865083027685,3.1079530615763E-10,0.021115440875292
1080,EMD-33837,emd_33837.map,240,0.97,0.06,3.37,3.63750010728836,-0.926158943530256,2.33186820547404E-11,1.62511217594147
1081,EMD-33919,emd_33919.map,256,1.318,0.1,3.39,5.27199983596802,-0.874035364245716,1.1919074061062E-10,1.58774721622467
1082,EMD-33920,emd_33920.map,256,1.318,0.2,3.2,5.27199983596802,-0.730355197851171,2.24762266090583E-12,1.48343300819397
1083,EMD-34029,emd_34029.map,320,0.822,0.4,2.89,4.1100001335144,-0.451104051232551,2.34281326977337E-11,1.45747113227844
1084,EMD-34073,emd_34073.map,256,1.093,0.1,3,4.37200021743774,-0.838529407583288,5.75626248056071E-11,1.23861563205719
1085,EMD-34674,emd_34674.map,290,1.071,0.246,4.3,4.85296865925193,-0.42567743419298,2.17946127811786E-09,0.856661438941956
1086,EMD-35135,emd_35135.map,256,1.03,0.1,2.8,4.11999988555908,-0.853780289203884,8.21774592818514E-11,1.367804646492
1087,EMD-35223,emd_35223.map,224,0.85,0.02,2.98,2.9750000834465,-0.860458039903645,2.87585155689385E-09,0.286652088165283
1088,EMD-13984,emd_13984.map,256,2.22,0.0559,9.7,8.88000011444092,0.317723713333507,3.76547376612635E-10,0.084843277931213
1089,EMD-14554,emd_14554.map,280,1.059,0.23,4.5,4.6331250667572,-0.636860316685004,1.01773110772196E-10,1.26673018932343
1090,EMD-15648,emd_15648.map,300,0.86,0.016,3.3,4.03125006705523,-0.675198597136394,4.40418312930291E-10,0.098521739244461
1091,EMD-15651,emd_15651.map,300,0.86,0.019,3.1,4.03125006705523,-0.586519134118497,4.68830790162356E-12,0.091902680695057
1092,EMD-15652,emd_15652.map,300,0.86,0.01178,3.3,4.03125006705523,-0.628246383339192,1.20062859654269E-09,0.063375301659107
1093,EMD-15971,emd_15971.map,400,0.7303,0.142,2.9,4.56437505781651,-0.6401825194708,4.65661276899398E-12,0.789289057254791
1094,EMD-16276,emd_16276.map,500,1.059,0.5,3,8.27343761920929,-0.766409441181604,5.42545208759293E-09,4.28099489212036
1095,EMD-16353,emd_16353.map,180,1.302,0.247,4.09,3.66187512874603,-0.434315511579333,1.97451902050894E-10,0.873278319835663
1096,EMD-26141,emd_26141.map,300,1.1,0.33,3.2,5.15625011175871,-0.592248739530813,3.86967624610435E-10,1.61863386631012
1097,EMD-26482,emd_26482.map,384,0.852,0.4,2.55,5.11199998855591,-0.404698376535177,1.6340205577503E-10,1.34385657310486
1098,EMD-27079,emd_27079.map,256,1.24,0.0168,4.4,4.96000003814697,-0.247533573940989,5.64529117896839E-11,0.044653154909611
1099,EMD-27246,emd_27246.map,380,0.8600001,0.07,4.14,5.1062504388392,-0.688355684621556,4.32916869019806E-10,0.449230074882507
1100,EMD-27495,emd_27495.map,400,1.346,0.4,8.19,8.41249972581863,-0.351855669307058,3.14623327390962E-13,1.23429298400879
1101,EMD-27774,emd_27774.map,360,1.1,0.15,4,6.18750013411045,-0.54305274531565,1.36347248595736E-12,0.656530916690826
1102,EMD-27935,emd_27935.map,300,1.0825,0.74,2.94,5.07421866059303,-0.709559272474986,6.88255147318628E-11,5.09570407867432
1103,EMD-27944,emd_27944.map,300,1.0825,0.4,3.13,5.07421866059303,-0.787226918361928,5.73545941642828E-12,3.75987410545349
1104,EMD-28087,emd_28087.map,256,0.828,0.045,3.8,3.31200003623962,-0.662838128064244,1.17490309148316E-10,0.266934096813202
1105,EMD-28854,emd_28854.map,320,1.03,0.0125,3.27,5.14999985694885,-0.778907402625147,2.94937620333446E-12,0.113074794411659
1106,EMD-28862,emd_28862.map,320,1.15,0.005,6.57,5.74999988079071,-0.584671818145957,1.03888266045349E-10,0.024077344685793
1107,EMD-28896,emd_28896.map,288,0.81,0.54,3.1,3.64500001072884,-0.69501967879861,9.08547514999469E-10,3.54121208190918
1108,EMD-29505,emd_29505.map,378,1,0.15,2.9,5.90625,-0.625813661608712,2.3283064365387E-09,0.801739573478699
1109,EMD-29506,emd_29506.map,512,1,0.15,2.7,8,-0.562585415889397,2.56113708019257E-09,0.68584817647934
1110,EMD-29837,emd_29837.map,400,0.805,0.01,2.3,5.03125004470348,-0.599818547041702,7.27595761418343E-12,0.049977328628302
1111,EMD-29843,emd_29843.map,200,1.61,0.01,2.3,5.03125004470348,-0.761318744906544,1.75147854553082E-10,0.083793759346008
1112,EMD-29850,emd_29850.map,240,1.06,0.012,2.8,3.97499978542328,-0.642471044904653,2.34835040302528E-10,0.067127428948879
1113,EMD-32930,emd_32930.map,400,0.83,0.16,2.96,5.18749989569187,-0.750491138533812,2.60770328941451E-11,1.28251957893372
1114,EMD-33065,emd_33065.map,218,0.829,0.00703,3.3,2.82378123700619,-0.577291953304311,6.05650460339113E-11,0.033261727541685
1115,EMD-33066,emd_33066.map,158,0.82899994,0.0103,4,2.0465935934335,-0.155321512461781,5.93771254386865E-10,0.024387976154685
1116,EMD-33711,emd_33711.map,208,0.985,0.3188,3.1,3.20125004649162,-0.617871958549135,3.43425199389458E-08,1.66855049133301
1117,EMD-33713,emd_33713.map,208,0.985,0.3188,3.14,3.20125004649162,-0.635460782450552,5.49480319023132E-08,1.74905705451965
1118,EMD-34464,emd_34464.map,480,0.86,0.4,3.27,6.45000010728836,-0.718949961529084,5.66784856895208E-12,2.84646821022034
1119,EMD-34820,emd_34820.map,300,1.095,0.02,3.57,5.13281263411045,-0.529035919536948,1.14181109012179E-08,0.084932133555412
1120,EMD-14776,emd_14776.map,800,0.83,0.00275,3.2,10.3749997913837,-0.780297479656992,6.07787214654265E-12,0.025033850222826
1121,EMD-16228,emd_16228.map,500,0.82,4,4.9,6.40624994412065,-0.263446418900466,6.72813194046995E-10,10.8613958358765
1122,EMD-26130,emd_26130.map,300,0.855,0.14,3,4.00781258940697,-0.56433521514819,6.93869961487792E-10,0.642695963382721
1123,EMD-27113,emd_27113.map,448,1.045,0.01,3.7,7.31499969959259,-0.429311394098823,5.60159861204279E-12,0.035045381635427
1124,EMD-27558,emd_27558.map,384,0.91,0.18,2.9,5.46000015735626,-0.490495932784116,3.96052982076789E-12,0.70656943321228
1125,EMD-27560,emd_27560.map,384,0.91,0.25,2.77,5.46000015735626,-0.462580937804752,2.36468622460961E-11,0.930372655391693
1126,EMD-27573,emd_27573.map,384,0.91,0.16,3.32,5.46000015735626,-0.387510455063585,5.94079473115183E-12,0.522457897663116
1127,EMD-27770,emd_27770.map,360,1.1,0.15,3.4,6.18750013411045,-0.805879906832565,1.74524474733095E-11,1.54543507099152
1128,EMD-27771,emd_27771.map,360,1.1,0.12,3.6,6.18750013411045,-0.790885416297191,2.18155593416369E-12,1.14769613742828
1129,EMD-27772,emd_27772.map,360,1.1,0.15,3.7,6.18750013411045,-0.688215508212598,7.63544609483358E-12,0.962203085422516
1130,EMD-27773,emd_27773.map,360,1.1,0.15,3.8,6.18750013411045,-0.643865175298591,1.97703507211211E-12,0.842377603054047
1131,EMD-27942,emd_27942.map,300,1.076,0.5,3.03,5.04374988377094,-0.645552213971585,1.14709188328566E-11,2.82129001617432
1132,EMD-27956,emd_27956.map,300,1.0825,0.4,2.9,5.07421866059303,-0.829330538160901,2.8677298383184E-11,4.68742322921753
1133,EMD-29019,emd_29019.map,300,0.84,0.11,3,3.93749987706542,-0.620338965212047,3.2727656695819E-10,0.579464256763458
1134,EMD-29852,emd_29852.map,240,1.06,0.014,3.5,3.97499978542328,-0.600117573675236,5.28069532546027E-10,0.070020578801632
1135,EMD-32249,emd_32249.map,310,1.0742,0.0305,3.4,5.20315641537309,-0.508676387809174,3.09606140724838E-09,0.124154411256313
1136,EMD-32951,emd_32951.map,400,0.83,0.14,3.3,5.18749989569187,-0.771336029241611,3.72529047540371E-12,1.22450423240662
1137,EMD-32960,emd_32960.map,320,1.0825,0.005,2.49,5.41249990463257,-0.867941162592729,2.20711490750425E-10,0.075723819434643
1138,EMD-33067,emd_33067.map,158,0.82899994,0.0111,3.9,2.0465935934335,-0.076649709118405,6.64054478072274E-10,0.024042878299952
1139,EMD-33315,emd_33315.map,400,0.65800005,0.01,3.1,4.11250032484531,-0.794280010809801,2.13307670138274E-12,0.097219526767731
1140,EMD-33327,emd_33327.map,400,0.65800005,0.006,3.4,4.11250032484531,-0.7804306420907,9.65196117475031E-11,0.054652433842421
1141,EMD-33429,emd_33429.map,240,0.8550001,0.025,3.01,3.20625029504299,-0.968729134388032,1.26069002459595E-10,1.59893238544464
1142,EMD-33714,emd_33714.map,256,0.985,0.144,3.16,3.94000005722046,-0.469212502734202,6.74979516723795E-11,0.542590022087097
1143,EMD-33717,emd_33717.map,256,1.167187,0.842,3.3,4.6687479019165,-0.709525419876458,1.90921127796173E-08,5.79740905761719
1144,EMD-33984,emd_33984.map,400,0.8489999,0.2,2.95,5.30624948441982,-0.761928539897582,5.58793549626513E-12,1.6801677942276
1145,EMD-33985,emd_33985.map,400,0.84150004,0.6,3.11,5.25937527418137,-0.725028733652092,2.98023238032297E-11,4.3640923500061
1146,EMD-34064,emd_34064.map,360,0.83,0.09,3.35,4.66874990612268,-0.802866683385629,1.74524474733095E-11,0.913087666034698
1147,EMD-34378,emd_34378.map,200,1.07,0.6,3.9,3.34375016391277,-0.576747491414958,3.79321640764374E-09,2.83518695831299
1148,EMD-34391,emd_34391.map,400,0.92,0.427,3.5,5.75000010430813,-0.639582699742894,5.21540657882902E-11,2.36947560310364
1149,EMD-34667,emd_34667.map,256,1.04,0.013,3.5,4.15999984741211,-0.980580784994394,1.03648832572301E-10,1.33888006210327
1150,EMD-34821,emd_34821.map,300,1.095,0.0245,2.8,5.13281263411045,-0.581174441452693,1.04421707392E-10,0.116993814706802
1151,EMD-16222,emd_16222.map,500,0.82,3.84,3.33,6.40624994412065,-0.352067183047397,2.01098915297848E-10,11.8530807495117
1152,EMD-16687,emd_16687.map,800,1.728,0.0209,3.5,21.6000005602837,-0.374157385477372,5.35736060548742E-13,0.066789954900742
1153,EMD-16784,emd_16784.map,300,0.656,0.025,1.82,3.07500008493662,-0.385360128381882,9.03652885853035E-09,0.081348426640034
1154,EMD-26799,emd_26799.map,400,1.08,0.0381,2.9,6.7500002682209,-0.459871475374213,2.30487920416245E-11,0.141077533364296
1155,EMD-27112,emd_27112.map,448,1.045,0.15,3.3,7.31499969959259,-0.701762241243704,3.92864804273432E-13,1.00590884685516
1156,EMD-28929,emd_28929.map,360,0.84,0.161,5.87,4.7249998524785,-0.393650777286747,9.03026542431462E-11,0.531047105789185
1157,EMD-29004,emd_29004.map,440,0.835,7,3.1,5.7406248524785,-0.686773340973182,4.10962774921586E-09,44.6960678100586
1158,EMD-29006,emd_29006.map,440,0.835,0.0033,3.1,5.7406248524785,-0.516885530352296,1.54771404026199E-11,0.013661358505487
1159,EMD-29007,emd_29007.map,440,0.835,0.0059,3.1,5.7406248524785,-0.563336122210581,1.46135135242753E-11,0.027023073285818
1160,EMD-29011,emd_29011.map,336,0.9,2.686,3.2,4.72499987483025,-0.87514565443299,6.79260949709715E-08,43.0261344909668
1161,EMD-29015,emd_29015.map,440,0.835,0.0025,3.1,5.7406248524785,-0.580186356337494,1.65129054093688E-12,0.011910046450794
1162,EMD-29589,emd_29589.map,256,1.096,0.85,2.61,4.38399982452393,-0.661163625534881,5.82076609134674E-11,5.0171709060669
1163,EMD-29591,emd_29591.map,256,1.096,0.6,2.78,4.38399982452393,-0.613709524367627,1.16415321826935E-10,3.10647058486938
1164,EMD-29593,emd_29593.map,256,1.096,0.3,4.11,4.38399982452393,-0.398710597401404,8.73114913702011E-11,0.997855603694916
1165,EMD-29853,emd_29853.map,240,1.06,0.02,3.2,3.97499978542328,-0.422444035477313,4.12172324049109E-10,0.069257356226444
1166,EMD-29854,emd_29854.map,240,1.06,0.054,2.8,3.97499978542328,-0.583453513781855,5.56746648783246E-10,0.259274780750275
1167,EMD-29855,emd_29855.map,240,1.06,0.01,2.8,3.97499978542328,-0.691443438090664,3.77939485263212E-10,0.064817935228348
1168,EMD-33017,emd_33017.map,256,1.04,0.34,4,4.15999984741211,-0.46474723905904,6.3664629124105E-11,1.27042782306671
1169,EMD-33043,emd_33043.map,480,0.83,0.12,7.02,6.22499987483025,-0.693758779736941,9.09957942329953E-11,0.783695936203003
1170,EMD-33328,emd_33328.map,400,0.65800005,0.003,4.9,4.11250032484531,-0.585564094164751,1.33706361954422E-11,0.014477510005236
1171,EMD-33752,emd_33752.map,240,0.92,0.0117,6.6,3.45000006258488,-0.640763173554661,2.30788818611494E-10,0.065138086676598
1172,EMD-34822,emd_34822.map,512,0.6747,0.43,3.4,5.3976001739502,-0.583522666435466,2.57243944028207E-12,2.06493830680847
1173,EMD-34857,emd_34857.map,400,0.6747,0.015,7.2,4.21687513589859,-0.448109052678785,1.24994936623324E-09,0.054358560591936
1174,EMD-34878,emd_34878.map,240,0.92,0.0137,4.5,3.45000006258488,-0.426363601819379,2.81482320091397E-11,0.047765448689461
1175,EMD-35357,emd_35357.map,192,1.014,0.03,3.1,3.0420001745224,-0.877782254883236,2.20734139300127E-10,0.490927070379257
1176,EMD-35358,emd_35358.map,192,1.014,0.03,2.8,3.0420001745224,-0.881397628087776,2.16036655231733E-09,0.505892038345337
1177,EMD-35360,emd_35360.map,192,1.014,0.3,3,3.0420001745224,-0.75176879043305,1.21357806955242E-14,2.41710138320923
1178,EMD-35494,emd_35494.map,400,0.84150004,0.6,3.11,5.25937527418137,-0.701382873019271,3.35276147123142E-11,4.01852369308472
1179,EMD-35496,emd_35496.map,400,0.84150004,0.6,3.04,5.25937527418137,-0.721382292723627,1.49011619016148E-11,4.30697679519653
1180,EMD-35497,emd_35497.map,400,0.8489999,0.2,2.95,5.30624948441982,-0.741283169309188,3.72529047540371E-12,1.54609191417694
1181,EMD-35507,emd_35507.map,480,0.82,0.45,2.75,6.14999994635582,-0.563957746830515,1.07689121509047E-10,2.06402015686035
1182,EMD-35522,emd_35522.map,224,0.93,0.08,2.89,3.25500002503395,-0.711194795421315,5.54249007800323E-11,0.554006636142731
1183,EMD-35524,emd_35524.map,192,1.014,0.08,2.91,3.0420001745224,-0.728252489312324,1.18392262660194E-09,0.588781833648682
1184,EMD-35525,emd_35525.map,192,1.014,0.08,2.71,3.0420001745224,-0.764764156235537,3.95409399667201E-10,0.680168449878693
1185,EMD-35529,emd_35529.map,224,0.93,0.08,2.64,3.25500002503395,-0.748699168742836,1.26798349597834E-09,0.636687099933624
1186,EMD-15616,emd_15616.map,220,1.1717999,0.018,2.9,4.02806214988232,-0.773190080594321,4.67560523631505E-09,0.158723175525665
1187,EMD-16211,emd_16211.map,500,0.82,4.7,3.35,6.40624994412065,-0.361175695305932,1.36662209326843E-10,14.7145309448242
1188,EMD-16225,emd_16225.map,500,0.82,3.74,3.4,6.40624994412065,-0.489158236288849,5.05135544504043E-10,14.6424989700317
1189,EMD-16688,emd_16688.map,300,1.35,0.01,3.8,6.32812511175871,-0.362808621739852,5.13316555927901E-10,0.031387742608786
1190,EMD-16689,emd_16689.map,300,1.35,0.0105,3.9,6.32812511175871,-0.410693446670877,2.72236344578403E-10,0.035635102540255
1191,EMD-16785,emd_16785.map,300,0.656,0.025,1.79,3.07500008493662,-0.443470551150666,1.96824245790594E-09,0.08984249830246
1192,EMD-16786,emd_16786.map,300,0.656,0.025,1.76,3.07500008493662,-0.409459687346397,8.31333135664636E-09,0.084668204188347
1193,EMD-16789,emd_16789.map,300,0.656,0.025,1.76,3.07500008493662,-0.421441725575295,9.98073623748041E-09,0.086421690881252
1194,EMD-26160,emd_26160.map,360,0.81,0.102,3,4.55625001341105,-0.555184682700274,1.3623827066489E-10,0.458617299795151
1195,EMD-26541,emd_26541.map,300,0.8015,0.017,3.4,3.75703135505319,-0.980081424285652,3.36843782033913E-11,1.70694935321808
1196,EMD-26686,emd_26686.map,400,1.068,0.032,2.43,6.67499974370003,-0.775154593019624,8.53432671754639E-11,0.2846400141716
1197,EMD-26689,emd_26689.map,400,1.08,0.00886,2.63,6.7500002682209,-0.67240850888528,1.81898940354586E-12,0.054091759026051
1198,EMD-26703,emd_26703.map,400,1.08,0.032,2.44,6.7500002682209,-0.641109607718299,7.72767353579562E-12,0.178327426314354
1199,EMD-26941,emd_26941.map,320,1.08,0.03,2.36,5.40000021457672,-0.746900979514314,1.79662368315903E-10,0.237061366438866
1200,EMD-26989,emd_26989.map,352,0.8521,0.2,3.8,4.68655008077621,-0.787441686422054,1.40129846432482E-45,1.88183653354645
1201,EMD-27009,emd_27009.map,340,1.068,0.16,2.66,5.67374978214502,-0.755149748212639,2.21086859930608E-09,1.3069212436676
1202,EMD-27011,emd_27011.map,340,1.068,0.15,2.95,5.67374978214502,-0.687191481950481,1.33877620100975E-09,0.959053158760071
1203,EMD-27028,emd_27028.map,340,1.068,0.16,2.84,5.67374978214502,-0.705778954165638,8.74263383909834E-10,1.08761763572693
1204,EMD-28192,emd_28192.map,320,0.91999996,0.35,3.6,4.59999978542328,-0.634805587418981,4.16500132993658E-11,1.91678726673126
1205,EMD-28196,emd_28196.map,320,0.91999996,0.266,3.7,4.59999978542328,-0.662874714517384,1.56187545535813E-11,1.57804834842682
1206,EMD-28536,emd_28536.map,200,1.08,0.014,6.5,3.37500013411045,-0.072752224392241,3.49686779532732E-10,0.030196890234947
1207,EMD-28726,emd_28726.map,398,1.09,0.0175,2.5,6.77843770757318,-0.480381510164115,6.31458552113884E-10,0.067357107996941
1208,EMD-28727,emd_28727.map,398,1.09,0.0179,2.3,6.77843770757318,-0.619962052957326,2.99825636540518E-10,0.094201117753983
1209,EMD-29008,emd_29008.map,336,0.9,0.0664,3.2,4.72499987483025,-0.894584833309787,3.54349882769611E-10,1.25978076457977
1210,EMD-29009,emd_29009.map,336,0.9,0.0958,3.2,4.72499987483025,-0.849142269105076,1.17846665759203E-09,1.27007079124451
1211,EMD-29010,emd_29010.map,336,0.9,0.0597,3.2,4.72499987483025,-0.892632724408325,4.29514229738359E-10,1.11207067966461
1212,EMD-29336,emd_29336.map,320,1.36,0.00973,3.7,6.80000007152557,-0.369553040339015,4.25787426150404E-11,0.030866989865899
1213,EMD-29337,emd_29337.map,800,1.36,0.00615,4.2,17.0000001788139,-0.406245953966496,3.41276486237607E-13,0.020715648308396
1214,EMD-32912,emd_32912.map,256,1.35,0.04,4.7,5.40000009536743,-0.482390031318062,2.60058641288197E-10,0.154556527733803
1215,EMD-33044,emd_33044.map,480,0.83,0.15,7.02,6.22499987483025,-0.65769599748145,7.08481071119011E-13,0.876413941383362
1216,EMD-33151,emd_33151.map,512,0.66,0.18,3.08,5.28000020980835,-0.755437496484201,5.14487888056414E-12,1.47201633453369
1217,EMD-33284,emd_33284.map,216,1.087,0.03,3.73,3.66862504184246,-0.498942974880113,5.11087977494995E-11,0.119746848940849
